time|run_time|number of errors|number of sites checked|CE|RT|CT|UK|bad
Fri Feb 12 13:08:55 2016|1.19400000572|0|1|0|0|0|0|0|
Fri Feb 12 13:10:57 2016|1.26600003242|0|1|0|0|0|0|0|
Fri Feb 12 13:12:58 2016|1.21499991417|0|1|0|0|0|0|0|
Fri Feb 12 13:14:59 2016|1.19500017166|0|1|0|0|0|0|0|
Fri Feb 12 13:17:01 2016|1.79600000381|0|1|0|0|0|0|0|
Fri Feb 12 13:19:02 2016|1.36500000954|0|1|0|0|0|0|0|
Fri Feb 12 13:21:04 2016|1.14699983597|0|1|0|0|0|0|0|
Fri Feb 12 13:23:04 2016|0.84299993515|0|1|0|0|0|0|0|
Fri Feb 12 13:25:06 2016|1.22399997711|0|1|0|0|0|0|0|
Fri Feb 12 13:27:07 2016|1.13800001144|0|1|0|0|0|0|0|
Fri Feb 12 13:29:08 2016|1.2389998436|0|1|0|0|0|0|0|
Fri Feb 12 13:31:09 2016|1.18400001526|0|1|0|0|0|0|0|
Fri Feb 12 13:33:11 2016|1.18799996376|0|1|0|0|0|0|0|
Fri Feb 12 13:35:12 2016|1.1850001812|0|1|0|0|0|0|0|
Fri Feb 12 13:37:13 2016|1.23100018501|0|1|0|0|0|0|0|
Fri Feb 12 13:39:14 2016|1.13800001144|0|1|0|0|0|0|0|
Fri Feb 12 13:41:15 2016|1.24399995804|0|1|0|0|0|0|0|
Fri Feb 12 13:43:17 2016|1.29500007629|0|1|0|0|0|0|0|
Fri Feb 12 13:45:18 2016|1.17999982834|0|1|0|0|0|0|0|
Fri Feb 12 13:47:19 2016|1.19400000572|0|1|0|0|0|0|0|
Fri Feb 12 13:49:20 2016|1.18700003624|0|1|0|0|0|0|0|
Fri Feb 12 13:51:22 2016|1.21399998665|0|1|0|0|0|0|0|
Fri Feb 12 13:53:23 2016|1.20300006866|0|1|0|0|0|0|0|
Fri Feb 12 13:55:24 2016|1.45799994469|0|1|0|0|0|0|0|
Fri Feb 12 13:57:25 2016|1.06300020218|0|1|0|0|0|0|0|
Fri Feb 12 13:59:27 2016|1.15300011635|0|1|0|0|0|0|0|
Fri Feb 12 14:01:28 2016|1.17100000381|0|1|0|0|0|0|0|
Fri Feb 12 14:03:29 2016|1.15400004387|0|1|0|0|0|0|0|
Fri Feb 12 14:05:39 2016|9.4319999218|0|1|0|0|0|0|0|
Fri Feb 12 14:07:40 2016|1.1210000515|0|1|0|0|0|0|0|
Fri Feb 12 14:09:41 2016|1.16100001335|0|1|0|0|0|0|0|
Fri Feb 12 14:11:43 2016|1.70999979973|0|1|0|0|0|0|0|
Fri Feb 12 14:13:44 2016|1.1369998455|0|1|0|0|0|0|0|
Fri Feb 12 14:15:46 2016|1.55200004578|0|1|0|0|0|0|0|
Fri Feb 12 14:17:47 2016|1.23400020599|0|1|0|0|0|0|0|
Fri Feb 12 14:19:48 2016|1.17599987984|0|1|0|0|0|0|0|
Fri Feb 12 14:21:49 2016|1.20499992371|0|1|0|0|0|0|0|
Fri Feb 12 14:23:50 2016|1.19000005722|0|1|0|0|0|0|0|
Fri Feb 12 14:25:52 2016|1.83699989319|0|1|0|0|0|0|0|
Fri Feb 12 14:27:54 2016|1.26099991798|0|1|0|0|0|0|0|
Fri Feb 12 14:29:55 2016|1.26699995995|0|1|0|0|0|0|0|
Fri Feb 12 14:31:56 2016|1.18700003624|0|1|0|0|0|0|0|
Fri Feb 12 14:33:57 2016|1.26600003242|0|1|0|0|0|0|0|
Fri Feb 12 14:35:59 2016|1.19499993324|0|1|0|0|0|0|0|
Fri Feb 12 14:38:00 2016|1.14800000191|0|1|0|0|0|0|0|
Fri Feb 12 14:40:01 2016|1.33399987221|0|1|0|0|0|0|0|
Fri Feb 12 14:42:02 2016|1.26200008392|0|1|0|0|0|0|0|
Fri Feb 12 14:44:04 2016|1.06700015068|0|1|0|0|0|0|0|
Fri Feb 12 14:46:05 2016|1.21800017357|0|1|0|0|0|0|0|
Fri Feb 12 14:48:06 2016|1.22800016403|0|1|0|0|0|0|0|
Fri Feb 12 14:50:07 2016|1.21900010109|0|1|0|0|0|0|0|
Fri Feb 12 14:52:09 2016|1.22499990463|0|1|0|0|0|0|0|
Fri Feb 12 14:54:10 2016|1.09899997711|0|1|0|0|0|0|0|
Fri Feb 12 14:56:11 2016|1.16300010681|0|1|0|0|0|0|0|
Fri Feb 12 14:58:12 2016|1.44099998474|0|1|0|0|0|0|0|
Fri Feb 12 15:00:14 2016|1.26200008392|0|1|0|0|0|0|0|
Fri Feb 12 15:02:16 2016|2.03400015831|0|1|0|0|0|0|0|
Fri Feb 12 15:04:17 2016|1.21099996567|0|1|0|0|0|0|0|
Fri Feb 12 15:06:18 2016|1.24900007248|0|1|0|0|0|0|0|
Fri Feb 12 15:08:20 2016|1.22499990463|0|1|0|0|0|0|0|
Fri Feb 12 15:10:21 2016|1.16999983788|0|1|0|0|0|0|0|
Fri Feb 12 15:12:23 2016|2.257999897|0|1|0|0|0|0|0|
Fri Feb 12 15:14:24 2016|1.1740000248|0|1|0|0|0|0|0|
Fri Feb 12 15:16:25 2016|1.16799998283|0|1|0|0|0|0|0|
Fri Feb 12 15:18:27 2016|1.15200018883|0|1|0|0|0|0|0|
Fri Feb 12 15:20:28 2016|1.27499985695|0|1|0|0|0|0|0|
Fri Feb 12 15:22:30 2016|1.93000006676|0|1|0|0|0|0|0|
Fri Feb 12 15:24:31 2016|1.22199988365|0|1|0|0|0|0|0|
Fri Feb 12 15:26:32 2016|1.1779999733|0|1|0|0|0|0|0|
Fri Feb 12 15:28:33 2016|1.06999993324|0|1|0|0|0|0|0|
Fri Feb 12 15:30:35 2016|1.3220000267|0|1|0|0|0|0|0|
Fri Feb 12 15:32:36 2016|1.15100002289|0|1|0|0|0|0|0|
Fri Feb 12 15:34:37 2016|1.27999997139|0|1|0|0|0|0|0|
Fri Feb 12 15:36:38 2016|0.957999944687|0|1|0|0|0|0|0|
Fri Feb 12 15:38:40 2016|1.2349998951|0|1|0|0|0|0|0|
Fri Feb 12 15:40:41 2016|1.10199999809|0|1|0|0|0|0|0|
Fri Feb 12 15:42:42 2016|1.21499991417|0|1|0|0|0|0|0|
Fri Feb 12 15:44:43 2016|1.17199993134|0|1|0|0|0|0|0|
Fri Feb 12 15:46:44 2016|1.27900004387|0|1|0|0|0|0|0|
Fri Feb 12 15:48:46 2016|1.1819999218|0|1|0|0|0|0|0|
Fri Feb 12 15:50:47 2016|1.22099995613|0|1|0|0|0|0|0|
Fri Feb 12 15:52:48 2016|1.22699999809|0|1|0|0|0|0|0|
Fri Feb 12 15:54:49 2016|1.21600008011|0|1|0|0|0|0|0|
Fri Feb 12 15:56:51 2016|1.31500005722|0|1|0|0|0|0|0|
Fri Feb 12 15:58:52 2016|1.20300006866|0|1|0|0|0|0|0|
Fri Feb 12 16:00:53 2016|1.08200001717|0|1|0|0|0|0|0|
Fri Feb 12 16:02:54 2016|1.26999998093|0|1|0|0|0|0|0|
Fri Feb 12 16:04:56 2016|1.20700001717|0|1|0|0|0|0|0|
Fri Feb 12 16:06:57 2016|1.26400017738|0|1|0|0|0|0|0|
Fri Feb 12 16:08:58 2016|1.23699998856|0|1|0|0|0|0|0|
Fri Feb 12 16:10:59 2016|1.09799981117|0|1|0|0|0|0|0|
Fri Feb 12 16:13:01 2016|1.40199995041|0|1|0|0|0|0|0|
Fri Feb 12 16:15:02 2016|1.24799990654|0|1|0|0|0|0|0|
Fri Feb 12 16:17:03 2016|1.11599993706|0|1|0|0|0|0|0|
Fri Feb 12 16:19:05 2016|1.24800014496|0|1|0|0|0|0|0|
Fri Feb 12 16:21:06 2016|1.17199993134|0|1|0|0|0|0|0|
Fri Feb 12 16:23:07 2016|1.21799993515|0|1|0|0|0|0|0|
Fri Feb 12 16:25:08 2016|1.27499985695|0|1|0|0|0|0|0|
Fri Feb 12 16:27:09 2016|1.20200014114|0|1|0|0|0|0|0|
Fri Feb 12 16:29:11 2016|1.19500017166|0|1|0|0|0|0|0|
Fri Feb 12 16:31:12 2016|1.17499995232|0|1|0|0|0|0|0|
Fri Feb 12 16:33:13 2016|1.31999993324|0|1|0|0|0|0|0|
Fri Feb 12 16:35:15 2016|1.2619998455|0|1|0|0|0|0|0|
Fri Feb 12 16:37:16 2016|1.18300008774|0|1|0|0|0|0|0|
Fri Feb 12 16:39:17 2016|1.20700001717|0|1|0|0|0|0|0|
Fri Feb 12 16:41:18 2016|1.00400018692|0|1|0|0|0|0|0|
Fri Feb 12 16:43:20 2016|1.46100020409|0|1|0|0|0|0|0|
Fri Feb 12 16:45:21 2016|1.24399995804|0|1|0|0|0|0|0|
Fri Feb 12 16:47:22 2016|1.1210000515|0|1|0|0|0|0|0|
Fri Feb 12 16:49:23 2016|1.23600006104|0|1|0|0|0|0|0|
Fri Feb 12 16:51:25 2016|2.08599996567|0|1|0|0|0|0|0|
Fri Feb 12 16:53:27 2016|1.25500011444|0|1|0|0|0|0|0|
Fri Feb 12 16:55:29 2016|2.00499987602|0|1|0|0|0|0|0|
Fri Feb 12 16:57:30 2016|1.25900006294|0|1|0|0|0|0|0|
Fri Feb 12 16:59:31 2016|1.13100004196|0|1|0|0|0|0|0|
Fri Feb 12 17:01:32 2016|1.29699993134|0|1|0|0|0|0|0|
Fri Feb 12 17:03:34 2016|1.16799998283|0|1|0|0|0|0|0|
Fri Feb 12 17:05:35 2016|1.22200012207|0|1|0|0|0|0|0|
Fri Feb 12 17:07:36 2016|1.16000008583|0|1|0|0|0|0|0|
Fri Feb 12 17:09:37 2016|1.15199995041|0|1|0|0|0|0|0|
Fri Feb 12 17:11:38 2016|1.1369998455|0|1|0|0|0|0|0|
Fri Feb 12 17:13:40 2016|1.20199990273|0|1|0|0|0|0|0|
Fri Feb 12 17:15:41 2016|1.1779999733|0|1|0|0|0|0|0|
Fri Feb 12 17:17:43 2016|1.73700022697|0|1|0|0|0|0|0|
Fri Feb 12 17:19:44 2016|1.15100002289|0|1|0|0|0|0|0|
Fri Feb 12 17:21:45 2016|1.15900015831|0|1|0|0|0|0|0|
Fri Feb 12 17:23:46 2016|1.36100006104|0|1|0|0|0|0|0|
Fri Feb 12 17:25:48 2016|1.1360001564|0|1|0|0|0|0|0|
Fri Feb 12 17:27:49 2016|1.21399998665|0|1|0|0|0|0|0|
Fri Feb 12 17:29:50 2016|1.11100006104|0|1|0|0|0|0|0|
Fri Feb 12 17:31:51 2016|1.20000004768|0|1|0|0|0|0|0|
Fri Feb 12 17:33:54 2016|3.04100012779|0|1|0|0|0|0|0|
Fri Feb 12 17:35:56 2016|1.39400005341|0|1|0|0|0|0|0|
Fri Feb 12 17:37:57 2016|1.09099984169|0|1|0|0|0|0|0|
Fri Feb 12 17:39:58 2016|1.19900012016|0|1|0|0|0|0|0|
Fri Feb 12 17:41:59 2016|1.14800000191|0|1|0|0|0|0|0|
Fri Feb 12 17:44:00 2016|1.19199991226|0|1|0|0|0|0|0|
Fri Feb 12 17:46:02 2016|1.16600012779|0|1|0|0|0|0|0|
Fri Feb 12 17:48:03 2016|1.18099999428|0|1|0|0|0|0|0|
Fri Feb 12 17:50:04 2016|1.11599993706|0|1|0|0|0|0|0|
Fri Feb 12 17:52:05 2016|1.04100012779|0|1|0|0|0|0|0|
Fri Feb 12 17:54:06 2016|1.08100008965|0|1|0|0|0|0|0|
Fri Feb 12 17:56:07 2016|1.18499994278|0|1|0|0|0|0|0|
Fri Feb 12 17:58:09 2016|1.15100002289|0|1|0|0|0|0|0|
Fri Feb 12 18:00:11 2016|2.58200001717|0|1|0|0|0|0|0|
Fri Feb 12 18:02:12 2016|1.23900008202|0|1|0|0|0|0|0|
Fri Feb 12 18:04:14 2016|1.2009999752|0|1|0|0|0|0|0|
Fri Feb 12 18:06:15 2016|1.18000006676|0|1|0|0|0|0|0|
Fri Feb 12 18:08:16 2016|1.14199995995|0|1|0|0|0|0|0|
Fri Feb 12 18:10:19 2016|3.13000011444|0|1|0|0|0|0|0|
Fri Feb 12 18:12:20 2016|1.18099999428|0|1|0|0|0|0|0|
Fri Feb 12 18:14:22 2016|1.22799992561|0|1|0|0|0|0|0|
Fri Feb 12 18:16:23 2016|1.19099998474|0|1|0|0|0|0|0|
Fri Feb 12 18:18:24 2016|1.17199993134|0|1|0|0|0|0|0|
Fri Feb 12 18:20:25 2016|1.20399999619|0|1|0|0|0|0|0|
Fri Feb 12 18:22:26 2016|1.0609998703|0|1|0|0|0|0|0|
Fri Feb 12 18:24:28 2016|1.24699997902|0|1|0|0|0|0|0|
Fri Feb 12 18:26:30 2016|2.69500017166|0|1|0|0|0|0|0|
Fri Feb 12 18:28:32 2016|1.56399989128|0|1|0|0|0|0|0|
Fri Feb 12 18:30:33 2016|1.13400006294|0|1|0|0|0|0|0|
Fri Feb 12 18:32:35 2016|1.4960000515|0|1|0|0|0|0|0|
Fri Feb 12 18:34:36 2016|1.16699981689|0|1|0|0|0|0|0|
Fri Feb 12 18:36:37 2016|1.13199996948|0|1|0|0|0|0|0|
Fri Feb 12 18:38:38 2016|1.24300003052|0|1|0|0|0|0|0|
Fri Feb 12 18:40:40 2016|1.17000007629|0|1|0|0|0|0|0|
Fri Feb 12 18:42:41 2016|1.19600009918|0|1|0|0|0|0|0|
Fri Feb 12 18:44:42 2016|1.2619998455|0|1|0|0|0|0|0|
Fri Feb 12 18:46:43 2016|1.16999983788|0|1|0|0|0|0|0|
Fri Feb 12 18:48:44 2016|1.12999987602|0|1|0|0|0|0|0|
Fri Feb 12 18:50:46 2016|1.15799999237|0|1|0|0|0|0|0|
Fri Feb 12 18:52:50 2016|4.02399992943|0|1|0|0|0|0|0|
Fri Feb 12 18:54:51 2016|1.21700000763|0|1|0|0|0|0|0|
Fri Feb 12 18:56:52 2016|1.19699978828|0|1|0|0|0|0|0|
Fri Feb 12 18:58:53 2016|1.15399980545|0|1|0|0|0|0|0|
Fri Feb 12 19:00:55 2016|1.33899998665|0|1|0|0|0|0|0|
Fri Feb 12 19:02:58 2016|2.93099999428|0|1|0|0|0|0|0|
Fri Feb 12 19:04:59 2016|1.16900014877|0|1|0|0|0|0|0|
Fri Feb 12 19:07:00 2016|1.14699983597|0|1|0|0|0|0|0|
Fri Feb 12 19:09:01 2016|1.13999986649|0|1|0|0|0|0|0|
Fri Feb 12 19:11:02 2016|1.16900014877|0|1|0|0|0|0|0|
Fri Feb 12 19:13:04 2016|1.20700001717|0|1|0|0|0|0|0|
Fri Feb 12 19:15:05 2016|1.21000003815|0|1|0|0|0|0|0|
Fri Feb 12 19:17:06 2016|1.13399982452|0|1|0|0|0|0|0|
Fri Feb 12 19:19:09 2016|2.73600006104|0|1|0|0|0|0|0|
Fri Feb 12 19:21:10 2016|1.16699981689|0|1|0|0|0|0|0|
Fri Feb 12 19:23:11 2016|1.21899986267|0|1|0|0|0|0|0|
Fri Feb 12 19:25:12 2016|1.16700005531|0|1|0|0|0|0|0|
Fri Feb 12 19:27:14 2016|1.15099978447|0|1|0|0|0|0|0|
Fri Feb 12 19:29:17 2016|3.16899991035|0|1|0|0|0|0|0|
Fri Feb 12 19:31:18 2016|1.15199995041|0|1|0|0|0|0|0|
Fri Feb 12 19:33:19 2016|1.12700009346|0|1|0|0|0|0|0|
Fri Feb 12 19:35:20 2016|1.1819999218|0|1|0|0|0|0|0|
Fri Feb 12 19:37:21 2016|1.12800002098|0|1|0|0|0|0|0|
Fri Feb 12 19:39:23 2016|1.14700007439|0|1|0|0|0|0|0|
Fri Feb 12 19:41:24 2016|1.15699982643|0|1|0|0|0|0|0|
Fri Feb 12 19:43:25 2016|1.14500021935|0|1|0|0|0|0|0|
Fri Feb 12 19:45:27 2016|1.61000013351|0|1|0|0|0|0|0|
Fri Feb 12 19:47:28 2016|1.71499991417|0|1|0|0|0|0|0|
Fri Feb 12 19:49:30 2016|1.22199988365|0|1|0|0|0|0|0|
Fri Feb 12 19:51:31 2016|1.21799993515|0|1|0|0|0|0|0|
Fri Feb 12 19:53:32 2016|1.20600008965|0|1|0|0|0|0|0|
Fri Feb 12 19:55:33 2016|1.20799994469|0|1|0|0|0|0|0|
Fri Feb 12 19:57:34 2016|1.07699990273|0|1|0|0|0|0|0|
Fri Feb 12 19:59:36 2016|1.19000005722|0|1|0|0|0|0|0|
Fri Feb 12 20:01:37 2016|1.1819999218|0|1|0|0|0|0|0|
Fri Feb 12 20:03:38 2016|1.17499995232|0|1|0|0|0|0|0|
Fri Feb 12 20:05:39 2016|1.19599986076|0|1|0|0|0|0|0|
Fri Feb 12 20:07:40 2016|1.10799980164|0|1|0|0|0|0|0|
Fri Feb 12 20:09:42 2016|1.2539999485|0|1|0|0|0|0|0|
Fri Feb 12 20:11:43 2016|1.15899991989|0|1|0|0|0|0|0|
Fri Feb 12 20:13:44 2016|1.1210000515|0|1|0|0|0|0|0|
Fri Feb 12 20:15:45 2016|1.20700001717|0|1|0|0|0|0|0|
Fri Feb 12 20:17:47 2016|1.45800018311|0|1|0|0|0|0|0|
Fri Feb 12 20:19:48 2016|1.22600007057|0|1|0|0|0|0|0|
Fri Feb 12 20:21:49 2016|1.15300011635|0|1|0|0|0|0|0|
Fri Feb 12 20:23:50 2016|1.18499994278|0|1|0|0|0|0|0|
Fri Feb 12 20:25:52 2016|1.35800004005|0|1|0|0|0|0|0|
Fri Feb 12 20:27:53 2016|1.17000007629|0|1|0|0|0|0|0|
Fri Feb 12 20:29:54 2016|1.16100001335|0|1|0|0|0|0|0|
Fri Feb 12 20:31:55 2016|1.10699987411|0|1|0|0|0|0|0|
Fri Feb 12 20:33:56 2016|1.14199995995|0|1|0|0|0|0|0|
Fri Feb 12 20:35:58 2016|1.24500012398|0|1|0|0|0|0|0|
Fri Feb 12 20:37:59 2016|1.16400003433|0|1|0|0|0|0|0|
Fri Feb 12 20:40:00 2016|1.19400000572|0|1|0|0|0|0|0|
Fri Feb 12 20:42:01 2016|1.17299985886|0|1|0|0|0|0|0|
Fri Feb 12 20:44:03 2016|1.21199989319|0|1|0|0|0|0|0|
Fri Feb 12 20:46:04 2016|1.16199994087|0|1|0|0|0|0|0|
Fri Feb 12 20:48:05 2016|1.25099992752|0|1|0|0|0|0|0|
Fri Feb 12 20:50:06 2016|1.17000007629|0|1|0|0|0|0|0|
Fri Feb 12 20:52:07 2016|0.973999977112|0|1|0|0|0|0|0|
Fri Feb 12 20:54:08 2016|1.16399979591|0|1|0|0|0|0|0|
Fri Feb 12 20:56:10 2016|1.15599989891|0|1|0|0|0|0|0|
Fri Feb 12 20:58:11 2016|1.14499998093|0|1|0|0|0|0|0|
Fri Feb 12 21:00:12 2016|1.24799990654|0|1|0|0|0|0|0|
Fri Feb 12 21:02:13 2016|1.14800000191|0|1|0|0|0|0|0|
Fri Feb 12 21:04:15 2016|1.21700000763|0|1|0|0|0|0|0|
Fri Feb 12 21:06:16 2016|1.21699976921|0|1|0|0|0|0|0|
Fri Feb 12 21:08:17 2016|1.14800000191|0|1|0|0|0|0|0|
Fri Feb 12 21:10:18 2016|1.16599988937|0|1|0|0|0|0|0|
Fri Feb 12 21:12:19 2016|1.18600010872|0|1|0|0|0|0|0|
Fri Feb 12 21:14:21 2016|1.23900008202|0|1|0|0|0|0|0|
Fri Feb 12 21:16:22 2016|1.25900006294|0|1|0|0|0|0|0|
Fri Feb 12 21:18:23 2016|1.08500003815|0|1|0|0|0|0|0|
Fri Feb 12 21:20:24 2016|1.21799993515|0|1|0|0|0|0|0|
Fri Feb 12 21:22:26 2016|1.21499991417|0|1|0|0|0|0|0|
Fri Feb 12 21:24:27 2016|1.12400007248|0|1|0|0|0|0|0|
Fri Feb 12 21:26:28 2016|1.19600009918|0|1|0|0|0|0|0|
Fri Feb 12 21:28:29 2016|0.980000019073|0|1|0|0|0|0|0|
Fri Feb 12 21:30:30 2016|1.15100002289|0|1|0|0|0|0|0|
Fri Feb 12 21:32:31 2016|1.18000006676|0|1|0|0|0|0|0|
Fri Feb 12 21:34:32 2016|1.05200004578|0|1|0|0|0|0|0|
Fri Feb 12 21:36:34 2016|1.49900007248|0|1|0|0|0|0|0|
Fri Feb 12 21:38:35 2016|1.16400003433|0|1|0|0|0|0|0|
Fri Feb 12 21:40:36 2016|1.15799999237|0|1|0|0|0|0|0|
Fri Feb 12 21:42:37 2016|1.17599987984|0|1|0|0|0|0|0|
Fri Feb 12 21:44:39 2016|1.15799999237|0|1|0|0|0|0|0|
Fri Feb 12 21:46:40 2016|1.1819999218|0|1|0|0|0|0|0|
Fri Feb 12 21:48:41 2016|1.22500014305|0|1|0|0|0|0|0|
Fri Feb 12 21:50:42 2016|1.17800021172|0|1|0|0|0|0|0|
Fri Feb 12 21:52:43 2016|1.17899990082|0|1|0|0|0|0|0|
Fri Feb 12 21:54:45 2016|1.21000003815|0|1|0|0|0|0|0|
Fri Feb 12 21:56:48 2016|3.10100007057|0|1|0|0|0|0|0|
Fri Feb 12 21:58:49 2016|1.28600001335|0|1|0|0|0|0|0|
Fri Feb 12 22:00:50 2016|1.15599989891|0|1|0|0|0|0|0|
Fri Feb 12 22:02:51 2016|1.15699982643|0|1|0|0|0|0|0|
Fri Feb 12 22:04:53 2016|1.19299983978|0|1|0|0|0|0|0|
Fri Feb 12 22:06:56 2016|3.00099992752|0|1|0|0|0|0|0|
Fri Feb 12 22:08:57 2016|1.13899993896|0|1|0|0|0|0|0|
Fri Feb 12 22:10:58 2016|1.15700006485|0|1|0|0|0|0|0|
Fri Feb 12 22:12:59 2016|1.17700004578|0|1|0|0|0|0|0|
Fri Feb 12 22:15:00 2016|1.19500017166|0|1|0|0|0|0|0|
Fri Feb 12 22:17:04 2016|3.11899995804|0|1|0|0|0|0|0|
Fri Feb 12 22:19:05 2016|0.993000030518|0|1|0|0|0|0|0|
Fri Feb 12 22:21:06 2016|1.15100002289|0|1|0|0|0|0|0|
Fri Feb 12 22:23:07 2016|1.16799998283|0|1|0|0|0|0|0|
Fri Feb 12 22:25:08 2016|1.21399998665|0|1|0|0|0|0|0|
Fri Feb 12 22:27:09 2016|1.3109998703|0|1|0|0|0|0|0|
Fri Feb 12 22:29:11 2016|1.18099999428|0|1|0|0|0|0|0|
Fri Feb 12 22:31:12 2016|1.17700004578|0|1|0|0|0|0|0|
Fri Feb 12 22:33:13 2016|1.11500000954|0|1|0|0|0|0|0|
Fri Feb 12 22:35:14 2016|1.10800004005|0|1|0|0|0|0|0|
Fri Feb 12 22:37:15 2016|1.15799999237|0|1|0|0|0|0|0|
Fri Feb 12 22:39:17 2016|1.16400003433|0|1|0|0|0|0|0|
Fri Feb 12 22:41:18 2016|1.3220000267|0|1|0|0|0|0|0|
Fri Feb 12 22:43:19 2016|1.15499997139|0|1|0|0|0|0|0|
Fri Feb 12 22:45:21 2016|1.49899983406|0|1|0|0|0|0|0|
Fri Feb 12 22:47:22 2016|0.996999979019|0|1|0|0|0|0|0|
Fri Feb 12 22:49:23 2016|1.14599990845|0|1|0|0|0|0|0|
Fri Feb 12 22:51:24 2016|1.25800013542|0|1|0|0|0|0|0|
Fri Feb 12 22:53:25 2016|1.1779999733|0|1|0|0|0|0|0|
Fri Feb 12 22:55:27 2016|1.18400001526|0|1|0|0|0|0|0|
Fri Feb 12 22:57:28 2016|1.22800016403|0|1|0|0|0|0|0|
Fri Feb 12 22:59:29 2016|1.17899990082|0|1|0|0|0|0|0|
Fri Feb 12 23:01:30 2016|1.11899995804|0|1|0|0|0|0|0|
Fri Feb 12 23:03:31 2016|1.13899993896|0|1|0|0|0|0|0|
Fri Feb 12 23:05:32 2016|1.00600004196|0|1|0|0|0|0|0|
Fri Feb 12 23:07:34 2016|2.14499998093|0|1|0|0|0|0|0|
Fri Feb 12 23:09:36 2016|1.15700006485|0|1|0|0|0|0|0|
Fri Feb 12 23:11:37 2016|1.19600009918|0|1|0|0|0|0|0|
Fri Feb 12 23:13:38 2016|1.12800002098|0|1|0|0|0|0|0|
Fri Feb 12 23:15:39 2016|1.14599990845|0|1|0|0|0|0|0|
Fri Feb 12 23:17:40 2016|1.1779999733|0|1|0|0|0|0|0|
Fri Feb 12 23:19:42 2016|1.16199994087|0|1|0|0|0|0|0|
Fri Feb 12 23:21:43 2016|1.22000002861|0|1|0|0|0|0|0|
Fri Feb 12 23:23:44 2016|0.980000019073|0|1|0|0|0|0|0|
Fri Feb 12 23:25:45 2016|1.17100000381|0|1|0|0|0|0|0|
Fri Feb 12 23:27:46 2016|1.27700018883|0|1|0|0|0|0|0|
Fri Feb 12 23:29:48 2016|1.08699989319|0|1|0|0|0|0|0|
Fri Feb 12 23:31:49 2016|1.04999995232|0|1|0|0|0|0|0|
Fri Feb 12 23:33:50 2016|1.27699995041|0|1|0|0|0|0|0|
Fri Feb 12 23:35:51 2016|1.15700006485|0|1|0|0|0|0|0|
Fri Feb 12 23:37:52 2016|1.15000009537|0|1|0|0|0|0|0|
Fri Feb 12 23:39:54 2016|1.25600004196|0|1|0|0|0|0|0|
Fri Feb 12 23:41:55 2016|1.20900011063|0|1|0|0|0|0|0|
Fri Feb 12 23:43:56 2016|1.11299991608|0|1|0|0|0|0|0|
Fri Feb 12 23:45:57 2016|1.15400004387|0|1|0|0|0|0|0|
Fri Feb 12 23:47:58 2016|1.15199995041|0|1|0|0|0|0|0|
Fri Feb 12 23:50:00 2016|1.24000000954|0|1|0|0|0|0|0|
Fri Feb 12 23:52:01 2016|1.11899995804|0|1|0|0|0|0|0|
Fri Feb 12 23:54:02 2016|1.15299987793|0|1|0|0|0|0|0|
Fri Feb 12 23:56:03 2016|1.10199999809|0|1|0|0|0|0|0|
Fri Feb 12 23:58:04 2016|1.17200016975|0|1|0|0|0|0|0|
Sat Feb 13 00:00:05 2016|1.19799995422|0|1|0|0|0|0|0|
Sat Feb 13 00:02:07 2016|1.16599988937|0|1|0|0|0|0|0|
Sat Feb 13 00:04:08 2016|1.12699985504|0|1|0|0|0|0|0|
Sat Feb 13 00:06:09 2016|1.14299988747|0|1|0|0|0|0|0|
Sat Feb 13 00:08:11 2016|1.49500012398|0|1|0|0|0|0|0|
Sat Feb 13 00:10:12 2016|1.18899989128|0|1|0|0|0|0|0|
Sat Feb 13 00:12:13 2016|1.14600014687|0|1|0|0|0|0|0|
Sat Feb 13 00:14:14 2016|1.16300010681|0|1|0|0|0|0|0|
Sat Feb 13 00:16:15 2016|1.13400006294|0|1|0|0|0|0|0|
Sat Feb 13 00:18:16 2016|1.18799996376|0|1|0|0|0|0|0|
Sat Feb 13 00:20:18 2016|1.12299990654|0|1|0|0|0|0|0|
Sat Feb 13 00:22:19 2016|1.20300006866|0|1|0|0|0|0|0|
Sat Feb 13 00:24:20 2016|1.08699989319|0|1|0|0|0|0|0|
Sat Feb 13 00:26:21 2016|1.18000006676|0|1|0|0|0|0|0|
Sat Feb 13 00:28:22 2016|1.21300005913|0|1|0|0|0|0|0|
Sat Feb 13 00:30:23 2016|1.01699995995|0|1|0|0|0|0|0|
Sat Feb 13 00:32:25 2016|1.20700001717|0|1|0|0|0|0|0|
Sat Feb 13 00:34:26 2016|1.23300004005|0|1|0|0|0|0|0|
Sat Feb 13 00:36:27 2016|1.03099989891|0|1|0|0|0|0|0|
Sat Feb 13 00:38:28 2016|1.20199990273|0|1|0|0|0|0|0|
Sat Feb 13 00:40:29 2016|1.1970000267|0|1|0|0|0|0|0|
Sat Feb 13 00:42:31 2016|1.13999986649|0|1|0|0|0|0|0|
Sat Feb 13 00:44:32 2016|1.22200012207|0|1|0|0|0|0|0|
Sat Feb 13 00:46:33 2016|1.20900011063|0|1|0|0|0|0|0|
Sat Feb 13 00:48:34 2016|0.74799990654|0|1|0|0|0|0|0|
Sat Feb 13 00:50:35 2016|1.20300006866|0|1|0|0|0|0|0|
Sat Feb 13 00:52:36 2016|1.19100022316|0|1|0|0|0|0|0|
