time|run_time|number of errors|number of sites checked|CE|RT|CT|UK|bad
Wed Feb 17 04:59:55 2016|1.31900000572|0|2|0|0|0|0|0|
Wed Feb 17 05:01:57 2016|1.40899991989|0|2|0|0|0|0|0|
Wed Feb 17 05:03:58 2016|1.49900007248|0|2|0|0|0|0|0|
Wed Feb 17 05:06:00 2016|1.37299990654|0|2|0|0|0|0|0|
Wed Feb 17 05:08:01 2016|1.47300004959|0|2|0|0|0|0|0|
Wed Feb 17 05:10:03 2016|1.31100010872|0|2|0|0|0|0|0|
Wed Feb 17 05:12:04 2016|1.38900017738|0|2|0|0|0|0|0|
Wed Feb 17 05:14:08 2016|3.73199987411|0|2|0|0|0|0|0|
Wed Feb 17 05:16:09 2016|1.31799983978|0|2|0|0|0|0|0|
Wed Feb 17 05:18:10 2016|1.257999897|0|2|0|0|0|0|0|
Wed Feb 17 05:20:12 2016|1.37400007248|0|2|0|0|0|0|0|
Wed Feb 17 05:22:13 2016|1.3029999733|0|2|0|0|0|0|0|
Wed Feb 17 05:24:15 2016|1.41900014877|0|2|0|0|0|0|0|
Wed Feb 17 05:26:16 2016|1.38700008392|0|2|0|0|0|0|0|
Wed Feb 17 05:28:17 2016|1.41100001335|0|2|0|0|0|0|0|
Wed Feb 17 05:30:21 2016|3.90500020981|0|2|0|0|0|0|0|
Wed Feb 17 05:32:23 2016|1.35899996758|0|2|0|0|0|0|0|
Wed Feb 17 05:34:24 2016|1.41999983788|0|2|0|0|0|0|0|
Wed Feb 17 05:36:26 2016|1.30799984932|0|2|0|0|0|0|0|
Wed Feb 17 05:38:27 2016|1.45600008965|0|2|0|0|0|0|0|
Wed Feb 17 05:40:28 2016|1.28699994087|0|2|0|0|0|0|0|
Wed Feb 17 05:42:30 2016|1.35899996758|0|2|0|0|0|0|0|
Wed Feb 17 05:44:31 2016|1.14400005341|0|2|0|0|0|0|0|
Wed Feb 17 05:46:32 2016|1.25300002098|0|2|0|0|0|0|0|
Wed Feb 17 05:48:34 2016|1.36100006104|0|2|0|0|0|0|0|
Wed Feb 17 05:50:35 2016|1.35500001907|0|2|0|0|0|0|0|
Wed Feb 17 05:52:36 2016|1.35599994659|0|2|0|0|0|0|0|
Wed Feb 17 05:54:38 2016|1.35799980164|0|2|0|0|0|0|0|
Wed Feb 17 05:56:39 2016|1.3220000267|0|2|0|0|0|0|0|
Wed Feb 17 05:58:40 2016|1.23099994659|0|2|0|0|0|0|0|
Wed Feb 17 06:00:43 2016|2.36100006104|0|2|0|0|0|0|0|
Wed Feb 17 06:02:44 2016|1.26300001144|0|2|0|0|0|0|0|
Wed Feb 17 06:04:45 2016|1.38000011444|0|2|0|0|0|0|0|
Wed Feb 17 06:06:47 2016|1.34200000763|0|2|0|0|0|0|0|
Wed Feb 17 06:08:48 2016|1.14999985695|0|2|0|0|0|0|0|
Wed Feb 17 06:10:49 2016|1.38800001144|0|2|0|0|0|0|0|
Wed Feb 17 06:12:53 2016|3.52200007439|0|2|0|0|0|0|0|
Wed Feb 17 06:14:54 2016|1.41900014877|0|2|0|0|0|0|0|
Wed Feb 17 06:16:55 2016|0.97200012207|0|2|0|0|0|0|0|
Wed Feb 17 06:18:57 2016|1.4399998188|0|2|0|0|0|0|0|
Wed Feb 17 06:20:58 2016|1.27199983597|0|2|0|0|0|0|0|
Wed Feb 17 06:22:59 2016|1.18099999428|0|2|0|0|0|0|0|
Wed Feb 17 06:25:01 2016|1.3639998436|0|2|0|0|0|0|0|
Wed Feb 17 06:27:02 2016|1.30099987984|0|2|0|0|0|0|0|
Wed Feb 17 06:29:04 2016|1.36199998856|0|2|0|0|0|0|0|
Wed Feb 17 06:31:05 2016|1.31900000572|0|2|0|0|0|0|0|
Wed Feb 17 06:33:06 2016|1.33599996567|0|2|0|0|0|0|0|
Wed Feb 17 06:35:08 2016|1.36999988556|0|2|0|0|0|0|0|
Wed Feb 17 06:37:09 2016|1.242000103|0|2|0|0|0|0|0|
Wed Feb 17 06:39:10 2016|1.33500003815|0|2|0|0|0|0|0|
Wed Feb 17 06:41:12 2016|1.42500019073|0|2|0|0|0|0|0|
Wed Feb 17 06:43:13 2016|1.3820002079|0|2|0|0|0|0|0|
Wed Feb 17 06:45:15 2016|1.37000012398|0|2|0|0|0|0|0|
Wed Feb 17 06:47:16 2016|1.35599994659|0|2|0|0|0|0|0|
Wed Feb 17 06:49:17 2016|1.32700014114|0|2|0|0|0|0|0|
Wed Feb 17 06:51:19 2016|1.31200003624|0|2|0|0|0|0|0|
Wed Feb 17 06:53:20 2016|1.31100010872|0|2|0|0|0|0|0|
Wed Feb 17 06:55:21 2016|1.33899998665|0|2|0|0|0|0|0|
Wed Feb 17 06:57:23 2016|1.3109998703|0|2|0|0|0|0|0|
Wed Feb 17 06:59:26 2016|3.36500000954|0|2|0|0|0|0|0|
Wed Feb 17 07:01:27 2016|1.31100010872|0|2|0|0|0|0|0|
Wed Feb 17 07:03:29 2016|1.54100012779|0|2|0|0|0|0|0|
Wed Feb 17 07:05:30 2016|1.34100008011|0|2|0|0|0|0|0|
Wed Feb 17 07:07:32 2016|1.31900000572|0|2|0|0|0|0|0|
Wed Feb 17 07:09:35 2016|3.57700014114|0|2|0|0|0|0|0|
Wed Feb 17 07:11:52 2016|16.1990001202|1|2|0|1+Collier County - FL|0|0|0|
Wed Feb 17 07:13:53 2016|1.32000017166|0|2|0|0|0|0|0|
Wed Feb 17 07:15:54 2016|1.36199998856|0|2|0|0|0|0|0|
Wed Feb 17 07:17:56 2016|1.23699998856|0|2|0|0|0|0|0|
Wed Feb 17 07:19:57 2016|1.3100001812|0|2|0|0|0|0|0|
Wed Feb 17 07:21:58 2016|1.32500004768|0|2|0|0|0|0|0|
Wed Feb 17 07:24:00 2016|1.32399988174|0|2|0|0|0|0|0|
Wed Feb 17 07:26:01 2016|1.39600014687|0|2|0|0|0|0|0|
Wed Feb 17 07:28:02 2016|1.34700012207|0|2|0|0|0|0|0|
Wed Feb 17 07:30:04 2016|1.4470000267|0|2|0|0|0|0|0|
Wed Feb 17 07:32:05 2016|1.24700021744|0|2|0|0|0|0|0|
Wed Feb 17 07:34:06 2016|1.22699999809|0|2|0|0|0|0|0|
Wed Feb 17 07:36:08 2016|1.3789999485|0|2|0|0|0|0|0|
Wed Feb 17 07:38:09 2016|1.34100008011|0|2|0|0|0|0|0|
Wed Feb 17 07:40:11 2016|1.41799998283|0|2|0|0|0|0|0|
Wed Feb 17 07:42:12 2016|1.34099984169|0|2|0|0|0|0|0|
Wed Feb 17 07:44:13 2016|1.42100000381|0|2|0|0|0|0|0|
Wed Feb 17 07:46:15 2016|1.27200007439|0|2|0|0|0|0|0|
Wed Feb 17 07:48:16 2016|1.34699988365|0|2|0|0|0|0|0|
Wed Feb 17 07:50:18 2016|1.34999990463|0|2|0|0|0|0|0|
Wed Feb 17 07:52:21 2016|3.49900007248|0|2|0|0|0|0|0|
Wed Feb 17 07:54:22 2016|1.3140001297|0|2|0|0|0|0|0|
Wed Feb 17 07:56:24 2016|1.32699990273|0|2|0|0|0|0|0|
Wed Feb 17 07:58:25 2016|1.37299990654|0|2|0|0|0|0|0|
Wed Feb 17 08:00:27 2016|1.35299992561|0|2|0|0|0|0|0|
Wed Feb 17 08:02:28 2016|1.76099991798|0|2|0|0|0|0|0|
Wed Feb 17 08:04:30 2016|1.30500006676|0|2|0|0|0|0|0|
Wed Feb 17 08:06:31 2016|1.40300011635|0|2|0|0|0|0|0|
Wed Feb 17 08:08:32 2016|1.33399987221|0|2|0|0|0|0|0|
Wed Feb 17 08:10:34 2016|1.41700005531|0|2|0|0|0|0|0|
Wed Feb 17 08:12:35 2016|1.39899992943|0|2|0|0|0|0|0|
Wed Feb 17 08:14:37 2016|1.37800002098|0|2|0|0|0|0|0|
Wed Feb 17 08:16:38 2016|1.29500007629|0|2|0|0|0|0|0|
Wed Feb 17 08:18:40 2016|1.39199995995|0|2|0|0|0|0|0|
Wed Feb 17 08:20:41 2016|1.42499995232|0|2|0|0|0|0|0|
Wed Feb 17 08:22:42 2016|1.32499980927|0|2|0|0|0|0|0|
Wed Feb 17 08:24:44 2016|1.4509999752|0|2|0|0|0|0|0|
Wed Feb 17 08:26:45 2016|1.4279999733|0|2|0|0|0|0|0|
Wed Feb 17 08:28:49 2016|3.89999985695|0|2|0|0|0|0|0|
Wed Feb 17 08:30:51 2016|1.42199993134|0|2|0|0|0|0|0|
Wed Feb 17 08:32:52 2016|1.3599998951|0|2|0|0|0|0|0|
Wed Feb 17 08:34:53 2016|1.34800004959|0|2|0|0|0|0|0|
Wed Feb 17 08:36:55 2016|1.367000103|0|2|0|0|0|0|0|
Wed Feb 17 08:38:59 2016|4.12699985504|0|2|0|0|0|0|0|
Wed Feb 17 08:41:00 2016|1.41799998283|0|2|0|0|0|0|0|
Wed Feb 17 08:43:02 2016|1.17300009727|0|2|0|0|0|0|0|
Wed Feb 17 08:45:03 2016|1.32000017166|0|2|0|0|0|0|0|
Wed Feb 17 08:47:04 2016|1.23900008202|0|2|0|0|0|0|0|
Wed Feb 17 08:49:06 2016|1.34200000763|0|2|0|0|0|0|0|
Wed Feb 17 08:51:07 2016|1.43600010872|0|2|0|0|0|0|0|
Wed Feb 17 08:53:08 2016|1.30599999428|0|2|0|0|0|0|0|
Wed Feb 17 08:55:12 2016|3.80700016022|0|2|0|0|0|0|0|
Wed Feb 17 08:57:14 2016|1.31900000572|0|2|0|0|0|0|0|
Wed Feb 17 08:59:15 2016|1.31700015068|0|2|0|0|0|0|0|
Wed Feb 17 09:01:16 2016|1.4279999733|0|2|0|0|0|0|0|
Wed Feb 17 09:03:17 2016|1.10099983215|0|2|0|0|0|0|0|
Wed Feb 17 09:05:19 2016|1.32500004768|0|2|0|0|0|0|0|
Wed Feb 17 09:07:20 2016|1.40000009537|0|2|0|0|0|0|0|
Wed Feb 17 09:09:22 2016|1.29299998283|0|2|0|0|0|0|0|
Wed Feb 17 09:11:23 2016|1.38300013542|0|2|0|0|0|0|0|
Wed Feb 17 09:13:24 2016|1.33700013161|0|2|0|0|0|0|0|
Wed Feb 17 09:15:29 2016|4.77399992943|0|2|0|0|0|0|0|
Wed Feb 17 09:17:30 2016|1.24899983406|0|2|0|0|0|0|0|
Wed Feb 17 09:19:32 2016|1.31100010872|0|2|0|0|0|0|0|
Wed Feb 17 09:21:33 2016|1.47699999809|0|2|0|0|0|0|0|
Wed Feb 17 09:23:34 2016|1.13899993896|0|2|0|0|0|0|0|
Wed Feb 17 09:25:38 2016|3.56599998474|0|2|0|0|0|0|0|
Wed Feb 17 09:27:39 2016|1.39700007439|0|2|0|0|0|0|0|
Wed Feb 17 09:29:41 2016|1.43700003624|0|2|0|0|0|0|0|
Wed Feb 17 09:31:42 2016|1.29099988937|0|2|0|0|0|0|0|
Wed Feb 17 09:33:44 2016|1.34999990463|0|2|0|0|0|0|0|
Wed Feb 17 09:35:47 2016|3.71099996567|0|2|0|0|0|0|0|
Wed Feb 17 09:37:49 2016|1.23200011253|0|2|0|0|0|0|0|
Wed Feb 17 09:39:50 2016|1.35199999809|0|2|0|0|0|0|0|
Wed Feb 17 09:41:52 2016|1.5490000248|0|2|0|0|0|0|0|
Wed Feb 17 09:43:53 2016|1.33700013161|0|2|0|0|0|0|0|
Wed Feb 17 09:45:54 2016|1.28900003433|0|2|0|0|0|0|0|
Wed Feb 17 09:47:56 2016|1.52499985695|0|2|0|0|0|0|0|
Wed Feb 17 09:49:57 2016|1.36899995804|0|2|0|0|0|0|0|
Wed Feb 17 09:51:58 2016|1.26200008392|0|2|0|0|0|0|0|
Wed Feb 17 09:54:00 2016|1.28999996185|0|2|0|0|0|0|0|
Wed Feb 17 09:56:02 2016|2.02399992943|0|2|0|0|0|0|0|
Wed Feb 17 09:58:03 2016|1.47000002861|0|2|0|0|0|0|0|
Wed Feb 17 10:00:05 2016|1.38100004196|0|2|0|0|0|0|0|
Wed Feb 17 10:02:06 2016|1.49399995804|0|2|0|0|0|0|0|
Wed Feb 17 10:04:08 2016|1.27900004387|0|2|0|0|0|0|0|
Wed Feb 17 10:06:09 2016|1.28100013733|0|2|0|0|0|0|0|
Wed Feb 17 10:08:10 2016|1.3029999733|0|2|0|0|0|0|0|
Wed Feb 17 10:10:12 2016|1.29800009727|0|2|0|0|0|0|0|
Wed Feb 17 10:12:13 2016|1.75699996948|0|2|0|0|0|0|0|
Wed Feb 17 10:14:15 2016|1.31200003624|0|2|0|0|0|0|0|
Wed Feb 17 10:16:16 2016|1.38800001144|0|2|0|0|0|0|0|
Wed Feb 17 10:18:18 2016|1.99699997902|0|2|0|0|0|0|0|
Wed Feb 17 10:20:20 2016|1.35899996758|0|2|0|0|0|0|0|
Wed Feb 17 10:22:21 2016|1.3869998455|0|2|0|0|0|0|0|
Wed Feb 17 10:24:22 2016|1.35099983215|0|2|0|0|0|0|0|
Wed Feb 17 10:26:24 2016|1.33800005913|0|2|0|0|0|0|0|
Wed Feb 17 10:28:25 2016|1.26800012589|0|2|0|0|0|0|0|
Wed Feb 17 10:30:26 2016|1.30099987984|0|2|0|0|0|0|0|
Wed Feb 17 10:32:28 2016|1.52200007439|0|2|0|0|0|0|0|
Wed Feb 17 10:34:29 2016|1.33400011063|0|2|0|0|0|0|0|
Wed Feb 17 10:36:31 2016|1.2349998951|0|2|0|0|0|0|0|
Wed Feb 17 10:38:32 2016|1.28899979591|0|2|0|0|0|0|0|
Wed Feb 17 10:40:33 2016|1.47600007057|0|2|0|0|0|0|0|
Wed Feb 17 10:42:35 2016|1.38900017738|0|2|0|0|0|0|0|
Wed Feb 17 10:44:36 2016|1.33400011063|0|2|0|0|0|0|0|
Wed Feb 17 10:46:37 2016|1.34899997711|0|2|0|0|0|0|0|
Wed Feb 17 10:48:39 2016|1.30199980736|0|2|0|0|0|0|0|
Wed Feb 17 10:50:40 2016|1.32899999619|0|2|0|0|0|0|0|
Wed Feb 17 10:52:42 2016|1.49000000954|0|2|0|0|0|0|0|
Wed Feb 17 10:54:43 2016|1.36100006104|0|2|0|0|0|0|0|
Wed Feb 17 10:56:44 2016|1.0680000782|0|2|0|0|0|0|0|
Wed Feb 17 10:58:46 2016|1.58499979973|0|2|0|0|0|0|0|
Wed Feb 17 11:00:47 2016|1.40200018883|0|2|0|0|0|0|0|
Wed Feb 17 11:02:49 2016|1.36599993706|0|2|0|0|0|0|0|
Wed Feb 17 11:04:50 2016|1.30399990082|0|2|0|0|0|0|0|
Wed Feb 17 11:06:55 2016|4.91599988937|0|2|0|0|0|0|0|
Wed Feb 17 11:08:57 2016|2.47199988365|0|2|0|0|0|0|0|
Wed Feb 17 11:10:59 2016|1.24399995804|0|2|0|0|0|0|0|
Wed Feb 17 11:13:00 2016|1.36999988556|0|2|0|0|0|0|0|
Wed Feb 17 11:15:01 2016|1.28200006485|0|2|0|0|0|0|0|
Wed Feb 17 11:17:03 2016|1.28399991989|0|2|0|0|0|0|0|
Wed Feb 17 11:19:04 2016|1.35000014305|0|2|0|0|0|0|0|
Wed Feb 17 11:21:05 2016|1.34900021553|0|2|0|0|0|0|0|
Wed Feb 17 11:23:07 2016|1.48699998856|0|2|0|0|0|0|0|
Wed Feb 17 11:25:08 2016|1.45500016212|0|2|0|0|0|0|0|
Wed Feb 17 11:27:12 2016|3.6099998951|0|2|0|0|0|0|0|
Wed Feb 17 11:29:13 2016|1.32100009918|0|2|0|0|0|0|0|
Wed Feb 17 11:31:15 2016|1.71600008011|0|2|0|0|0|0|0|
Wed Feb 17 11:33:17 2016|1.23600006104|0|2|0|0|0|0|0|
Wed Feb 17 11:35:18 2016|1.29200005531|0|2|0|0|0|0|0|
Wed Feb 17 11:37:22 2016|3.98399996758|0|2|0|0|0|0|0|
Wed Feb 17 11:39:24 2016|1.68700003624|0|2|0|0|0|0|0|
Wed Feb 17 11:41:25 2016|1.39599990845|0|2|0|0|0|0|0|
Wed Feb 17 11:43:27 2016|1.44899988174|0|2|0|0|0|0|0|
Wed Feb 17 11:45:28 2016|1.34200000763|0|2|0|0|0|0|0|
Wed Feb 17 11:47:32 2016|3.62800002098|0|2|0|0|0|0|0|
Wed Feb 17 11:49:33 2016|1.32500004768|0|2|0|0|0|0|0|
Wed Feb 17 11:51:34 2016|1.34299993515|0|2|0|0|0|0|0|
Wed Feb 17 11:53:36 2016|1.40699982643|0|2|0|0|0|0|0|
Wed Feb 17 11:55:37 2016|1.37299990654|0|2|0|0|0|0|0|
Wed Feb 17 11:57:41 2016|3.56199979782|0|2|0|0|0|0|0|
Wed Feb 17 11:59:42 2016|1.25400018692|0|2|0|0|0|0|0|
Wed Feb 17 12:01:43 2016|1.34699988365|0|2|0|0|0|0|0|
Wed Feb 17 12:03:45 2016|1.40599989891|0|2|0|0|0|0|0|
Wed Feb 17 12:05:46 2016|1.28200006485|0|2|0|0|0|0|0|
Wed Feb 17 12:07:56 2016|10.0889999866|0|2|0|0|0|0|0|
Wed Feb 17 12:10:12 2016|15.9830000401|1|2|0|1+Collier County - FL|0|0|0|
Wed Feb 17 12:12:14 2016|1.33899998665|0|2|0|0|0|0|0|
Wed Feb 17 12:14:15 2016|1.45399999619|0|2|0|0|0|0|0|
Wed Feb 17 12:16:16 2016|1.30500006676|0|2|0|0|0|0|0|
Wed Feb 17 12:18:18 2016|1.38599991798|0|2|0|0|0|0|0|
Wed Feb 17 12:20:19 2016|1.20700001717|0|2|0|0|0|0|0|
Wed Feb 17 12:22:21 2016|1.36599993706|0|2|0|0|0|0|0|
Wed Feb 17 12:24:22 2016|1.50300002098|0|2|0|0|0|0|0|
Wed Feb 17 12:26:24 2016|1.42299985886|0|2|0|0|0|0|0|
Wed Feb 17 12:28:25 2016|1.36299991608|0|2|0|0|0|0|0|
Wed Feb 17 12:30:26 2016|1.41600012779|0|2|0|0|0|0|0|
Wed Feb 17 12:32:28 2016|1.44400000572|0|2|0|0|0|0|0|
Wed Feb 17 12:34:29 2016|1.43300008774|0|2|0|0|0|0|0|
Wed Feb 17 12:36:31 2016|1.44400000572|0|2|0|0|0|0|0|
Wed Feb 17 12:38:32 2016|1.33900022507|0|2|0|0|0|0|0|
Wed Feb 17 12:40:34 2016|1.51999998093|0|2|0|0|0|0|0|
Wed Feb 17 12:42:35 2016|1.3639998436|0|2|0|0|0|0|0|
Wed Feb 17 12:44:37 2016|1.57800006866|0|2|0|0|0|0|0|
Wed Feb 17 12:46:38 2016|1.31700015068|0|2|0|0|0|0|0|
Wed Feb 17 12:48:39 2016|1.19400000572|0|2|0|0|0|0|0|
Wed Feb 17 12:50:41 2016|1.82699990273|0|2|0|0|0|0|0|
Wed Feb 17 12:52:43 2016|1.40599989891|0|2|0|0|0|0|0|
Wed Feb 17 12:54:44 2016|1.40700006485|0|2|0|0|0|0|0|
Wed Feb 17 12:56:45 2016|1.34000015259|0|2|0|0|0|0|0|
Wed Feb 17 12:58:47 2016|1.18000006676|0|2|0|0|0|0|0|
Wed Feb 17 13:00:48 2016|1.32999992371|0|2|0|0|0|0|0|
Wed Feb 17 13:02:49 2016|1.40499997139|0|2|0|0|0|0|0|
Wed Feb 17 13:04:51 2016|1.41599988937|0|2|0|0|0|0|0|
Wed Feb 17 13:06:52 2016|1.3220000267|0|2|0|0|0|0|0|
Wed Feb 17 13:08:54 2016|1.4359998703|0|2|0|0|0|0|0|
Wed Feb 17 13:10:55 2016|1.38700008392|0|2|0|0|0|0|0|
Wed Feb 17 13:12:56 2016|1.33500003815|0|2|0|0|0|0|0|
Wed Feb 17 13:14:58 2016|1.59700012207|0|2|0|0|0|0|0|
Wed Feb 17 13:16:59 2016|1.375|0|2|0|0|0|0|0|
Wed Feb 17 13:19:01 2016|1.35599994659|0|2|0|0|0|0|0|
Wed Feb 17 13:21:02 2016|1.31200003624|0|2|0|0|0|0|0|
Wed Feb 17 13:23:04 2016|1.38800001144|0|2|0|0|0|0|0|
Wed Feb 17 13:25:05 2016|1.46799993515|0|2|0|0|0|0|0|
Wed Feb 17 13:27:06 2016|1.16100001335|0|2|0|0|0|0|0|
Wed Feb 17 13:29:08 2016|1.26600003242|0|2|0|0|0|0|0|
Wed Feb 17 13:31:09 2016|1.3149998188|0|2|0|0|0|0|0|
Wed Feb 17 13:33:10 2016|1.3599998951|0|2|0|0|0|0|0|
Wed Feb 17 13:35:12 2016|1.40799999237|0|2|0|0|0|0|0|
Wed Feb 17 13:37:13 2016|1.26399993896|0|2|0|0|0|0|0|
Wed Feb 17 13:39:18 2016|4.64600014687|0|2|0|0|0|0|0|
Wed Feb 17 13:41:19 2016|1.32700014114|0|2|0|0|0|0|0|
Wed Feb 17 13:43:21 2016|1.5|0|2|0|0|0|0|0|
Wed Feb 17 13:45:22 2016|1.79799985886|0|2|0|0|0|0|0|
Wed Feb 17 13:47:24 2016|1.35899996758|0|2|0|0|0|0|0|
Wed Feb 17 13:49:28 2016|3.75499987602|0|2|0|0|0|0|0|
Wed Feb 17 13:51:29 2016|1.44799995422|0|2|0|0|0|0|0|
Wed Feb 17 13:53:30 2016|1.375|0|2|0|0|0|0|0|
Wed Feb 17 13:55:32 2016|1.33200001717|0|2|0|0|0|0|0|
Wed Feb 17 13:57:33 2016|1.30900001526|0|2|0|0|0|0|0|
Wed Feb 17 13:59:35 2016|1.37800002098|0|2|0|0|0|0|0|
Wed Feb 17 14:01:36 2016|1.53199982643|0|2|0|0|0|0|0|
Wed Feb 17 14:03:37 2016|1.34399986267|0|2|0|0|0|0|0|
Wed Feb 17 14:05:39 2016|1.49699997902|0|2|0|0|0|0|0|
Wed Feb 17 14:07:40 2016|1.34200000763|0|2|0|0|0|0|0|
Wed Feb 17 14:09:42 2016|1.33099985123|0|2|0|0|0|0|0|
Wed Feb 17 14:11:47 2016|5.08000016212|0|2|0|0|0|0|0|
Wed Feb 17 14:13:48 2016|1.31399989128|0|2|0|0|0|0|0|
Wed Feb 17 14:15:50 2016|1.57699990273|0|2|0|0|0|0|0|
Wed Feb 17 14:17:51 2016|1.34999990463|0|2|0|0|0|0|0|
Wed Feb 17 14:19:53 2016|1.33899998665|0|2|0|0|0|0|0|
Wed Feb 17 14:21:54 2016|1.25600004196|0|2|0|0|0|0|0|
Wed Feb 17 14:23:56 2016|1.75099992752|0|2|0|0|0|0|0|
Wed Feb 17 14:25:57 2016|1.39299988747|0|2|0|0|0|0|0|
Wed Feb 17 14:27:58 2016|1.29099988937|0|2|0|0|0|0|0|
Wed Feb 17 14:30:00 2016|1.23099994659|0|2|0|0|0|0|0|
Wed Feb 17 14:32:01 2016|1.2990000248|0|2|0|0|0|0|0|
Wed Feb 17 14:34:02 2016|1.32799983025|0|2|0|0|0|0|0|
Wed Feb 17 14:36:04 2016|1.35199999809|0|2|0|0|0|0|0|
Wed Feb 17 14:38:05 2016|1.29999995232|0|2|0|0|0|0|0|
Wed Feb 17 14:40:06 2016|1.40700006485|0|2|0|0|0|0|0|
Wed Feb 17 14:42:10 2016|3.66300010681|0|2|0|0|0|0|0|
Wed Feb 17 14:44:12 2016|1.34999990463|0|2|0|0|0|0|0|
Wed Feb 17 14:46:13 2016|1.41899991035|0|2|0|0|0|0|0|
Wed Feb 17 14:48:14 2016|1.35899996758|0|2|0|0|0|0|0|
Wed Feb 17 14:50:16 2016|1.40300011635|0|2|0|0|0|0|0|
Wed Feb 17 14:52:17 2016|1.38599991798|0|2|0|0|0|0|0|
Wed Feb 17 14:54:19 2016|1.2990000248|0|2|0|0|0|0|0|
Wed Feb 17 14:56:20 2016|1.4359998703|0|2|0|0|0|0|0|
Wed Feb 17 14:58:24 2016|3.76099991798|0|2|0|0|0|0|0|
Wed Feb 17 15:00:26 2016|1.69200015068|0|2|0|0|0|0|0|
Wed Feb 17 15:02:27 2016|1.39599990845|0|2|0|0|0|0|0|
Wed Feb 17 15:04:28 2016|1.36800003052|0|2|0|0|0|0|0|
Wed Feb 17 15:06:30 2016|1.38000011444|0|2|0|0|0|0|0|
Wed Feb 17 15:08:31 2016|1.25|0|2|0|0|0|0|0|
Wed Feb 17 15:10:32 2016|1.35500001907|0|2|0|0|0|0|0|
Wed Feb 17 15:12:34 2016|1.37199997902|0|2|0|0|0|0|0|
Wed Feb 17 15:14:35 2016|1.39700007439|0|2|0|0|0|0|0|
Wed Feb 17 15:16:37 2016|1.28999996185|0|2|0|0|0|0|0|
Wed Feb 17 15:18:38 2016|1.31200003624|0|2|0|0|0|0|0|
Wed Feb 17 15:20:39 2016|1.33899998665|0|2|0|0|0|0|0|
Wed Feb 17 15:22:41 2016|1.33000016212|0|2|0|0|0|0|0|
Wed Feb 17 15:24:44 2016|3.51499986649|0|2|0|0|0|0|0|
Wed Feb 17 15:26:46 2016|1.3710000515|0|2|0|0|0|0|0|
Wed Feb 17 15:28:47 2016|1.30399990082|0|2|0|0|0|0|0|
Wed Feb 17 15:30:48 2016|1.37600016594|0|2|0|0|0|0|0|
Wed Feb 17 15:32:50 2016|1.3140001297|0|2|0|0|0|0|0|
Wed Feb 17 15:34:51 2016|1.39100003242|0|2|0|0|0|0|0|
Wed Feb 17 15:36:53 2016|1.41599988937|0|2|0|0|0|0|0|
Wed Feb 17 15:38:54 2016|1.34899997711|0|2|0|0|0|0|0|
Wed Feb 17 15:40:55 2016|1.23600006104|0|2|0|0|0|0|0|
Wed Feb 17 15:42:57 2016|1.41800022125|0|2|0|0|0|0|0|
Wed Feb 17 15:44:58 2016|1.30200004578|0|2|0|0|0|0|0|
Wed Feb 17 15:46:59 2016|1.27600002289|0|2|0|0|0|0|0|
Wed Feb 17 15:49:01 2016|1.22000002861|0|2|0|0|0|0|0|
Wed Feb 17 15:51:02 2016|1.33400011063|0|2|0|0|0|0|0|
Wed Feb 17 15:53:03 2016|1.26999998093|0|2|0|0|0|0|0|
Wed Feb 17 15:55:05 2016|1.80999994278|0|2|0|0|0|0|0|
Wed Feb 17 15:57:06 2016|1.35000014305|0|2|0|0|0|0|0|
Wed Feb 17 15:59:08 2016|1.32600021362|0|2|0|0|0|0|0|
Wed Feb 17 16:01:09 2016|1.33500003815|0|2|0|0|0|0|0|
Wed Feb 17 16:03:11 2016|1.47399997711|0|2|0|0|0|0|0|
Wed Feb 17 16:05:12 2016|1.31200003624|0|2|0|0|0|0|0|
Wed Feb 17 16:07:13 2016|1.28699994087|0|2|0|0|0|0|0|
Wed Feb 17 16:09:15 2016|1.31399989128|0|2|0|0|0|0|0|
Wed Feb 17 16:11:16 2016|1.3140001297|0|2|0|0|0|0|0|
Wed Feb 17 16:13:18 2016|1.36599993706|0|2|0|0|0|0|0|
Wed Feb 17 16:15:19 2016|1.23099994659|0|2|0|0|0|0|0|
Wed Feb 17 16:17:20 2016|1.38400006294|0|2|0|0|0|0|0|
Wed Feb 17 16:19:22 2016|1.34599995613|0|2|0|0|0|0|0|
Wed Feb 17 16:21:23 2016|1.31599998474|0|2|0|0|0|0|0|
Wed Feb 17 16:23:25 2016|1.56700015068|0|2|0|0|0|0|0|
Wed Feb 17 16:25:26 2016|1.46099996567|0|2|0|0|0|0|0|
Wed Feb 17 16:27:27 2016|1.34600019455|0|2|0|0|0|0|0|
Wed Feb 17 16:29:29 2016|1.40399980545|0|2|0|0|0|0|0|
Wed Feb 17 16:31:31 2016|1.60699987411|0|2|0|0|0|0|0|
Wed Feb 17 16:33:32 2016|1.52900004387|0|2|0|0|0|0|0|
Wed Feb 17 16:35:33 2016|1.35299992561|0|2|0|0|0|0|0|
Wed Feb 17 16:37:35 2016|1.31699991226|0|2|0|0|0|0|0|
Wed Feb 17 16:39:36 2016|1.37599992752|0|2|0|0|0|0|0|
Wed Feb 17 16:41:38 2016|1.35199999809|0|2|0|0|0|0|0|
Wed Feb 17 16:43:39 2016|1.29100012779|0|2|0|0|0|0|0|
Wed Feb 17 16:45:40 2016|1.35099983215|0|2|0|0|0|0|0|
